STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,product,Products,nrg_cons,Energy consumption,unit,Unit of measure,tax,Taxes,currency,Currency,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",6000,Electrical energy,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,X_TAX,Excluding taxes and levies,PPS,Purchasing Power Standard,MT,Malta,2018-S2,,0.1428,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",6000,Electrical energy,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,X_TAX,Excluding taxes and levies,PPS,Purchasing Power Standard,MT,Malta,2019-S1,,0.1414,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",6000,Electrical energy,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,X_TAX,Excluding taxes and levies,PPS,Purchasing Power Standard,MT,Malta,2019-S2,,0.1429,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",6000,Electrical energy,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,X_TAX,Excluding taxes and levies,PPS,Purchasing Power Standard,MT,Malta,2020-S1,,0.1377,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",6000,Electrical energy,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,X_TAX,Excluding taxes and levies,PPS,Purchasing Power Standard,MT,Malta,2020-S2,,0.1396,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",6000,Electrical energy,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,X_TAX,Excluding taxes and levies,PPS,Purchasing Power Standard,MT,Malta,2021-S1,,0.1379,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",6000,Electrical energy,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,X_TAX,Excluding taxes and levies,PPS,Purchasing Power Standard,MT,Malta,2021-S2,,0.1404,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",6000,Electrical energy,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,X_TAX,Excluding taxes and levies,PPS,Purchasing Power Standard,MT,Malta,2022-S1,,0.1398,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",6000,Electrical energy,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,X_TAX,Excluding taxes and levies,PPS,Purchasing Power Standard,MT,Malta,2022-S2,,0.1363,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",6000,Electrical energy,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,X_TAX,Excluding taxes and levies,PPS,Purchasing Power Standard,MT,Malta,2023-S1,,0.1322,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",6000,Electrical energy,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,X_TAX,Excluding taxes and levies,PPS,Purchasing Power Standard,MT,Malta,2023-S2,,0.1341,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",6000,Electrical energy,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,X_TAX,Excluding taxes and levies,PPS,Purchasing Power Standard,MT,Malta,2024-S1,,0.1317,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",6000,Electrical energy,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,X_TAX,Excluding taxes and levies,PPS,Purchasing Power Standard,MT,Malta,2024-S2,,0.1348,,p,provisional,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",6000,Electrical energy,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,X_TAX,Excluding taxes and levies,PPS,Purchasing Power Standard,NL,Netherlands,2007-S1,,0.1229,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",6000,Electrical energy,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,X_TAX,Excluding taxes and levies,PPS,Purchasing Power Standard,NL,Netherlands,2007-S2,,0.122,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",6000,Electrical energy,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,X_TAX,Excluding taxes and levies,PPS,Purchasing Power Standard,NL,Netherlands,2008-S1,,0.1209,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",6000,Electrical energy,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,X_TAX,Excluding taxes and levies,PPS,Purchasing Power Standard,NL,Netherlands,2008-S2,,0.1242,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",6000,Electrical energy,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,X_TAX,Excluding taxes and levies,PPS,Purchasing Power Standard,NL,Netherlands,2009-S1,,0.1317,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",6000,Electrical energy,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,X_TAX,Excluding taxes and levies,PPS,Purchasing Power Standard,NL,Netherlands,2009-S2,,0.1276,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",6000,Electrical energy,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,X_TAX,Excluding taxes and levies,PPS,Purchasing Power Standard,NL,Netherlands,2010-S1,,0.115,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",6000,Electrical energy,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,X_TAX,Excluding taxes and levies,PPS,Purchasing Power Standard,NL,Netherlands,2010-S2,,0.1154,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",6000,Electrical energy,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,X_TAX,Excluding taxes and levies,PPS,Purchasing Power Standard,NL,Netherlands,2011-S1,,0.1184,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",6000,Electrical energy,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,X_TAX,Excluding taxes and levies,PPS,Purchasing Power Standard,NL,Netherlands,2011-S2,,0.1186,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",6000,Electrical energy,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,X_TAX,Excluding taxes and levies,PPS,Purchasing Power Standard,NL,Netherlands,2012-S1,,0.1223,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",6000,Electrical energy,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,X_TAX,Excluding taxes and levies,PPS,Purchasing Power Standard,NL,Netherlands,2012-S2,,0.1257,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",6000,Electrical energy,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,X_TAX,Excluding taxes and levies,PPS,Purchasing Power Standard,NL,Netherlands,2013-S1,,0.1224,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",6000,Electrical energy,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,X_TAX,Excluding taxes and levies,PPS,Purchasing Power Standard,NL,Netherlands,2013-S2,,0.1259,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",6000,Electrical energy,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,X_TAX,Excluding taxes and levies,PPS,Purchasing Power Standard,NL,Netherlands,2014-S1,,0.1211,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",6000,Electrical energy,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,X_TAX,Excluding taxes and levies,PPS,Purchasing Power Standard,NL,Netherlands,2014-S2,,0.1212,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",6000,Electrical energy,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,X_TAX,Excluding taxes and levies,PPS,Purchasing Power Standard,NL,Netherlands,2015-S1,,0.1184,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",6000,Electrical energy,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,X_TAX,Excluding taxes and levies,PPS,Purchasing Power Standard,NL,Netherlands,2015-S2,,0.1141,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",6000,Electrical energy,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,X_TAX,Excluding taxes and levies,PPS,Purchasing Power Standard,NL,Netherlands,2016-S1,,0.1112,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",6000,Electrical energy,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,X_TAX,Excluding taxes and levies,PPS,Purchasing Power Standard,NL,Netherlands,2016-S2,,0.1101,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",6000,Electrical energy,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,X_TAX,Excluding taxes and levies,PPS,Purchasing Power Standard,NL,Netherlands,2017-S1,,0.1006,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",6000,Electrical energy,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,X_TAX,Excluding taxes and levies,PPS,Purchasing Power Standard,NL,Netherlands,2017-S2,,0.1011,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",6000,Electrical energy,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,X_TAX,Excluding taxes and levies,PPS,Purchasing Power Standard,NL,Netherlands,2018-S1,,0.1037,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",6000,Electrical energy,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,X_TAX,Excluding taxes and levies,PPS,Purchasing Power Standard,NL,Netherlands,2018-S2,,0.1059,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",6000,Electrical energy,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,X_TAX,Excluding taxes and levies,PPS,Purchasing Power Standard,NL,Netherlands,2019-S1,,0.1160,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",6000,Electrical energy,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,X_TAX,Excluding taxes and levies,PPS,Purchasing Power Standard,NL,Netherlands,2019-S2,,0.1162,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",6000,Electrical energy,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,X_TAX,Excluding taxes and levies,PPS,Purchasing Power Standard,NL,Netherlands,2020-S1,,0.1191,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",6000,Electrical energy,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,X_TAX,Excluding taxes and levies,PPS,Purchasing Power Standard,NL,Netherlands,2020-S2,,0.1178,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",6000,Electrical energy,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,X_TAX,Excluding taxes and levies,PPS,Purchasing Power Standard,NL,Netherlands,2021-S1,,0.1166,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",6000,Electrical energy,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,X_TAX,Excluding taxes and levies,PPS,Purchasing Power Standard,NL,Netherlands,2021-S2,,0.1294,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",6000,Electrical energy,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,X_TAX,Excluding taxes and levies,PPS,Purchasing Power Standard,NL,Netherlands,2022-S1,,0.1896,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",6000,Electrical energy,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,X_TAX,Excluding taxes and levies,PPS,Purchasing Power Standard,NL,Netherlands,2022-S2,,0.2753,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",6000,Electrical energy,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,X_TAX,Excluding taxes and levies,PPS,Purchasing Power Standard,NL,Netherlands,2023-S1,,0.3753,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",6000,Electrical energy,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,X_TAX,Excluding taxes and levies,PPS,Purchasing Power Standard,NL,Netherlands,2023-S2,,0.2250,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",6000,Electrical energy,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,X_TAX,Excluding taxes and levies,PPS,Purchasing Power Standard,NL,Netherlands,2024-S1,,0.2453,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",6000,Electrical energy,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,X_TAX,Excluding taxes and levies,PPS,Purchasing Power Standard,NL,Netherlands,2024-S2,,0.2172,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",6000,Electrical energy,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,X_TAX,Excluding taxes and levies,PPS,Purchasing Power Standard,NO,Norway,2007-S2,,0.078,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",6000,Electrical energy,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,X_TAX,Excluding taxes and levies,PPS,Purchasing Power Standard,NO,Norway,2008-S1,,0.0836,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",6000,Electrical energy,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,X_TAX,Excluding taxes and levies,PPS,Purchasing Power Standard,NO,Norway,2008-S2,,0.0938,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",6000,Electrical energy,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,X_TAX,Excluding taxes and levies,PPS,Purchasing Power Standard,NO,Norway,2009-S1,,0.0845,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",6000,Electrical energy,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,X_TAX,Excluding taxes and levies,PPS,Purchasing Power Standard,NO,Norway,2009-S2,,0.0809,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",6000,Electrical energy,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,X_TAX,Excluding taxes and levies,PPS,Purchasing Power Standard,NO,Norway,2010-S1,,0.1006,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",6000,Electrical energy,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,X_TAX,Excluding taxes and levies,PPS,Purchasing Power Standard,NO,Norway,2010-S2,,0.0941,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",6000,Electrical energy,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,X_TAX,Excluding taxes and levies,PPS,Purchasing Power Standard,NO,Norway,2011-S1,,0.1027,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",6000,Electrical energy,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,X_TAX,Excluding taxes and levies,PPS,Purchasing Power Standard,NO,Norway,2011-S2,,0.0881,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",6000,Electrical energy,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,X_TAX,Excluding taxes and levies,PPS,Purchasing Power Standard,NO,Norway,2012-S1,,0.0874,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",6000,Electrical energy,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,X_TAX,Excluding taxes and levies,PPS,Purchasing Power Standard,NO,Norway,2012-S2,,0.0796,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",6000,Electrical energy,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,X_TAX,Excluding taxes and levies,PPS,Purchasing Power Standard,NO,Norway,2013-S1,,0.0847,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",6000,Electrical energy,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,X_TAX,Excluding taxes and levies,PPS,Purchasing Power Standard,NO,Norway,2013-S2,,0.0848,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",6000,Electrical energy,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,X_TAX,Excluding taxes and levies,PPS,Purchasing Power Standard,NO,Norway,2014-S1,,0.0775,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",6000,Electrical energy,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,X_TAX,Excluding taxes and levies,PPS,Purchasing Power Standard,NO,Norway,2014-S2,,0.0796,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",6000,Electrical energy,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,X_TAX,Excluding taxes and levies,PPS,Purchasing Power Standard,NO,Norway,2015-S1,,0.0783,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",6000,Electrical energy,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,X_TAX,Excluding taxes and levies,PPS,Purchasing Power Standard,NO,Norway,2015-S2,,0.0731,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",6000,Electrical energy,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,X_TAX,Excluding taxes and levies,PPS,Purchasing Power Standard,NO,Norway,2016-S1,,0.0763,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",6000,Electrical energy,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,X_TAX,Excluding taxes and levies,PPS,Purchasing Power Standard,NO,Norway,2016-S2,,0.0799,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",6000,Electrical energy,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,X_TAX,Excluding taxes and levies,PPS,Purchasing Power Standard,NO,Norway,2017-S1,,0.0764,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",6000,Electrical energy,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,X_TAX,Excluding taxes and levies,PPS,Purchasing Power Standard,NO,Norway,2017-S2,,0.0771,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",6000,Electrical energy,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,X_TAX,Excluding taxes and levies,PPS,Purchasing Power Standard,NO,Norway,2018-S1,,0.0850,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",6000,Electrical energy,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,X_TAX,Excluding taxes and levies,PPS,Purchasing Power Standard,NO,Norway,2018-S2,,0.0937,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",6000,Electrical energy,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,X_TAX,Excluding taxes and levies,PPS,Purchasing Power Standard,NO,Norway,2019-S1,,0.0910,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",6000,Electrical energy,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,X_TAX,Excluding taxes and levies,PPS,Purchasing Power Standard,NO,Norway,2019-S2,,0.0867,,,,,
dataflow,ESTAT:NRG_PC_204(1.0),Electricity prices for household consumers - bi-annual data (from 2007 onwards),S,"Half-yearly, semesterly",6000,Electrical energy,KWH2500-4999,Consumption from 2 500 kWh to 4 999 kWh - band DC,KWH,Kilowatt-hour,X_TAX,Excluding taxes and levies,PPS,Purchasing Power Standard,NO,Norway,2020-S1,,0.0677,,,,,
